user_id,num_books_rated,gutenberg_ids,goodreads_book_keys,ratings
128750,9,10523;10007;2554;2413;28054;696;61429;1107;74458,"alcestis||euripides;carmilla||le fanu, joseph sheridan;crime and punishment||dostoyevsky, fyodor;madame bovary||flaubert, gustave;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the heart of a dog||terhune, albert payson;the taming of the shrew||shakespeare, william;victoria||hamsun, knut",4.0;3.0;4.0;5.0;5.0;4.0;4.0;5.0;3.0
128771,9,786;8387;1120;4081;28054;49035;26298;65839;120,"hard times||dickens, charles;hunger||hamsun, knut;julius caesar||shakespeare, william;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the metamorphosis||kafka, franz;the stranger||dickson, gordon r.;treasure island||stevenson, robert louis",3.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;3.0
128787,9,98;10523;2554;1672;7700;2571;75170;66057;120,"a tale of two cities||dickens, charles;alcestis||euripides;crime and punishment||dostoyevsky, fyodor;gorgias||plato;lysistrata||aristophanes;peace||aristophanes;the sound and the fury||faulkner, william;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis",2.0;5.0;4.0;4.0;3.0;2.0;3.0;2.0;3.0
128808,8,1113;10523;1122;1120;7700;2604;66057;209,"a midsummer nights dream||shakespeare, william;alcestis||euripides;hamlet||shakespeare, william;julius caesar||shakespeare, william;lysistrata||aristophanes;the longest journey||forster, e. m. (edward morgan);the tale of genji||murasaki shikibu;the turn of the screw||james, henry",5.0;5.0;4.0;1.0;3.0;4.0;4.0;3.0
128832,10,8387;51713;1127;28054;33066;67138;66057;70361;74458;9182,"hunger||hamsun, knut;metamorphosis||de vet, charles v.;othello||shakespeare, william;the brothers karamazov||dostoyevsky, fyodor;the garden of eden||brand, max;the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;the terror||coppel, alfred;victoria||hamsun, knut;villette||brontã«, charlotte",4.0;4.0;4.0;4.0;3.0;4.333333333333333;3.5;5.0;4.0;4.0
128845,8,10523;71865;1118;70379;1127;28054;54272;910,"alcestis||euripides;mrs dalloway||woolf, virginia;much ado about nothing||shakespeare, william;oil||sinclair, upton;othello||shakespeare, william;the brothers karamazov||dostoyevsky, fyodor;the triumph of death||d'annunzio, gabriele;white fang||london, jack",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
128848,15,1122;8387;1120;7700;2413;51713;2571;1112;17780;70440;28054;174;1107;120;74458,"hamlet||shakespeare, william;hunger||hamsun, knut;julius caesar||shakespeare, william;lysistrata||aristophanes;madame bovary||flaubert, gustave;metamorphosis||de vet, charles v.;peace||aristophanes;romeo and juliet||shakespeare, william;scenes of clerical life||eliot, george;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the picture of dorian gray||wilde, oscar;the taming of the shrew||shakespeare, william;treasure island||stevenson, robert louis;victoria||hamsun, knut",4.0;4.0;3.0;3.0;4.0;3.0;3.0;5.0;4.0;2.0;4.0;3.0;5.0;4.0;3.0
128858,8,1626;10523;65282;1122;7517;4081;65839;6362,"after dark||collins, wilkie;alcestis||euripides;double identity||farrell, henry;hamlet||shakespeare, william;sanctuary||wharton, edith;the alchemist||jonson, ben;the stranger||dickson, gordon r.;three soldiers||dos passos, john",3.0;5.0;4.0;3.0;5.0;4.0;4.0;4.0
128863,35,1113;61221;98;885;35505;2554;7469;158;8121;1128;8409;1438;66489;63990;1661;70440;965;28054;696;32730;2852;18881;1622;155;174;33;42;16381;67138;66057;289;1134;203;599;768,"a midsummer nights dream||shakespeare, william;a passage to india||forster, e. m. (edward morgan);a tale of two cities||dickens, charles;an ideal husband||wilde, oscar;anna of the five towns||bennett, arnold;crime and punishment||dostoyevsky, fyodor;daniel deronda||eliot, george;emma||austen, jane;ghosts||ibsen, henrik;king lear||shakespeare, william;loveletters between a nobleman and his sister||behn, aphra;no name||collins, wilkie;our lady of darkness||capes, bernard;palimpsest||aycock, roger d.;the adventures of sherlock holmes||doyle, arthur conan;the awakening||bordeaux, henry;the black tulip||dumas, alexandre;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the heart of a woman||orczy, emmuska orczy;the hound of the baskervilles||doyle, arthur conan;the idiot||bangs, john kendrick;the law and the lady||collins, wilkie;the moonstone||collins, wilkie;the picture of dorian gray||wilde, oscar;the scarlet letter||hawthorne, nathaniel;the strange case of dr jekyll and mr hyde||stevenson, robert louis;the summons||mason, a. e. w. (alfred edward woodley);the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;the wind in the willows||grahame, kenneth;the winters tale||shakespeare, william;uncle toms cabin||stowe, harriet beecher;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.5;3.6666666666666665;3.0;3.0;4.0;3.0;1.0;1.0;3.0;3.0;2.0;3.0;2.0;5.0;3.0;2.0;2.0;1.0;1.0;3.0;1.0;4.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;3.5;3.0;1.0;3.5;3.5;4.0
128882,9,146;1399;1856;394;1400;1120;18881;10806;4300,"a little princess||burnett, frances hodgson;anna karenina||tolstoy, leo;cousin pons||balzac, honorã© de;cranford||gaskell, elizabeth cleghorn;great expectations||dickens, charles;julius caesar||shakespeare, william;the idiot||bangs, john kendrick;the sword of welleran and other stories||dunsany;ulysses||joyce, james",5.0;5.0;3.0;5.0;5.0;4.0;4.0;4.0;3.0
128935,12,1113;1023;1120;963;2413;78220;242;70440;28054;65568;66057;1123,"a midsummer nights dream||shakespeare, william;bleak house||dickens, charles;julius caesar||shakespeare, william;little dorrit||dickens, charles;madame bovary||flaubert, gustave;murder at the vicarage||christie, agatha;my ntonia||cather, willa;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the runaway bunny||smith, laura rountree;the tale of genji||murasaki shikibu;twelfth night||shakespeare, william",5.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;5.0;5.0;3.0
128941,12,1113;10007;158;514;141;105;9687;2500;1753;149;66057;209,"a midsummer nights dream||shakespeare, william;carmilla||le fanu, joseph sheridan;emma||austen, jane;little women||alcott, louisa may;mansfield park||austen, jane;persuasion||austen, jane;robinson crusoe||defoe, daniel;siddhartha||hesse, hermann;swan song||chekhov, anton pavlovich;the lost continent||burroughs, edgar rice;the tale of genji||murasaki shikibu;the turn of the screw||james, henry",4.5;5.0;5.0;3.0;5.0;5.0;5.0;4.0;5.0;5.0;3.0;5.0
128966,14,61760;1856;73527;1118;1753;36710;2852;155;67138;66057;70361;209;3795;74458,"charles dickens||chesterton, g. k. (gilbert keith);cousin pons||balzac, honorã© de;messiah||vidal, gore;much ado about nothing||shakespeare, william;swan song||chekhov, anton pavlovich;the black opal||prichard, katharine susannah;the hound of the baskervilles||doyle, arthur conan;the moonstone||collins, wilkie;the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the turn of the screw||james, henry;under the lilacs||alcott, louisa may;victoria||hamsun, knut",3.0;4.0;3.0;5.0;2.0;3.0;5.0;2.0;3.333333333333333;3.0;3.0;4.0;3.0;3.0
128982,11,1113;158;7700;2571;2500;70440;28054;64317;66057;12702;209,"a midsummer nights dream||shakespeare, william;emma||austen, jane;lysistrata||aristophanes;peace||aristophanes;siddhartha||hesse, hermann;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;the turn of the screw||james, henry",5.0;4.0;3.0;3.0;5.0;4.0;4.0;5.0;4.0;5.0;3.0
129075,8,25439;40745;1753;18881;75170;66057;70361;4300,"looking backward 20001887||bellamy, edward;short stories||dostoyevsky, fyodor;swan song||chekhov, anton pavlovich;the idiot||bangs, john kendrick;the sound and the fury||faulkner, william;the tale of genji||murasaki shikibu;the terror||coppel, alfred;ulysses||joyce, james",5.0;4.0;5.0;4.0;3.0;5.0;5.0;3.0
129076,8,158;7700;2571;1661;696;49035;66057;120,"emma||austen, jane;lysistrata||aristophanes;peace||aristophanes;the adventures of sherlock holmes||doyle, arthur conan;the castle of otranto||walpole, horace;the changeling||besant, walter;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis",3.0;4.0;5.0;2.0;2.0;4.0;4.0;4.0
129090,8,98;27569;23077;7517;4081;9830;16493;122,"a tale of two cities||dickens, charles;gilbert keith chesterton||braybrooke, patrick;jane eyre||brontã«, charlotte;sanctuary||wharton, edith;the alchemist||jonson, ben;the beautiful and damned||fitzgerald, f. scott (francis scott);the man without a country||hale, edward everett;the return of the native||hardy, thomas",4.0;4.0;3.0;4.0;4.0;4.0;4.0;3.0
129111,9,65636;1113;158;1120;161;2500;1028;25866;209,"a lost lady||cather, willa;a midsummer nights dream||shakespeare, william;emma||austen, jane;julius caesar||shakespeare, william;sense and sensibility||austen, jane;siddhartha||hesse, hermann;the professor||brontã«, charlotte;the search||hill, grace livingston;the turn of the screw||james, henry",3.0;4.0;5.0;4.0;4.0;3.0;3.0;3.0;3.0
129121,8,1113;98;1856;1661;75170;209;120;4300,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;cousin pons||balzac, honorã© de;the adventures of sherlock holmes||doyle, arthur conan;the sound and the fury||faulkner, william;the turn of the screw||james, henry;treasure island||stevenson, robert louis;ulysses||joyce, james",4.0;4.0;4.0;4.0;3.0;2.0;4.0;5.0
129123,15,1113;98;61760;7469;158;35860;1126;105;39210;16381;66057;70361;599;9182;768,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;charles dickens||chesterton, g. k. (gilbert keith);daniel deronda||eliot, george;emma||austen, jane;essays||benson, arthur christopher;measure for measure||shakespeare, william;persuasion||austen, jane;the ice queen||ingersoll, ernest;the summons||mason, a. e. w. (alfred edward woodley);the tale of genji||murasaki shikibu;the terror||coppel, alfred;vanity fair||thackeray, william makepeace;villette||brontã«, charlotte;wuthering heights||brontã«, emily",5.0;5.0;5.0;4.0;5.0;4.0;4.0;5.0;4.0;4.0;4.5;4.0;4.0;4.0;5.0
129147,29,1113;61221;1399;1895;1081;158;778;1122;8387;141;51713;9685;14489;2610;1127;1342;17821;1112;75756;2515;573;2197;64317;1622;67138;805;120;74458;9182,"a midsummer nights dream||shakespeare, william;a passage to india||forster, e. m. (edward morgan);anna karenina||tolstoy, leo;armadale||collins, wilkie;dead souls||gogol, nikolai vasilevich;emma||austen, jane;five children and it||nesbit, e. (edith);hamlet||shakespeare, william;hunger||hamsun, knut;mansfield park||austen, jane;metamorphosis||de vet, charles v.;moll flanders||defoe, daniel;nightfall||pryde, anthony;notredame de paris||hugo, victor;othello||shakespeare, william;pride and prejudice||austen, jane;red hair||glyn, elinor;romeo and juliet||shakespeare, william;steppenwolf||hesse, hermann;stepping heavenward||prentiss, e. (elizabeth);tales from shakespeare||lamb, charles;the gambler||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the law and the lady||collins, wilkie;the sun also rises||hemingway, ernest;this side of paradise||fitzgerald, f. scott (francis scott);treasure island||stevenson, robert louis;victoria||hamsun, knut;villette||brontã«, charlotte",4.0;5.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;4.333333333333333;5.0;4.0;5.0;5.0
129155,8,9696;1120;70440;28054;49035;75170;120;1123,"a christmas carol||dickens, charles;julius caesar||shakespeare, william;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the sound and the fury||faulkner, william;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",4.0;4.0;4.5;5.0;3.0;4.0;5.0;4.0
129166,8,8809;29908;140;26298;75170;7991;42;72855,"aesops fables||aesop;the adventurer||kornbluth, c. m. (cyril m.);the jungle||sinclair, upton;the metamorphosis||kafka, franz;the sound and the fury||faulkner, william;the storm||ostrovsky, aleksandr nikolaevich;the strange case of dr jekyll and mr hyde||stevenson, robert louis;the unpleasantness at the bellona club||sayers, dorothy l. (dorothy leigh)",5.0;4.0;5.0;4.0;4.0;3.0;4.0;3.0
129180,12,244;1626;996;28215;1672;23077;4081;28054;78504;24221;120;203,"a study in scarlet||doyle, arthur conan;after dark||collins, wilkie;don quixote||cervantes saavedra, miguel de;empire||simak, clifford d.;gorgias||plato;jane eyre||brontã«, charlotte;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the fairy caravan||potter, beatrix;the untouchable||kallis, stephen a.;treasure island||stevenson, robert louis;uncle toms cabin||stowe, harriet beecher",5.0;4.0;4.0;5.0;4.0;3.0;4.0;5.0;4.0;4.0;5.0;4.0
129206,18,244;8809;10523;1672;32732;1120;1117;1112;7517;29908;70440;49035;46185;9028;75170;65839;120;1123,"a study in scarlet||doyle, arthur conan;aesops fables||aesop;alcestis||euripides;gorgias||plato;jacobs ladder||oppenheim, e. phillips (edward phillips);julius caesar||shakespeare, william;king henry iv part 2||shakespeare, william;romeo and juliet||shakespeare, william;sanctuary||wharton, edith;the adventurer||kornbluth, c. m. (cyril m.);the awakening||bordeaux, henry;the changeling||besant, walter;the devil||molnã¡r, ferenc;the mysterious stranger||twain, mark;the sound and the fury||faulkner, william;the stranger||dickson, gordon r.;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",3.0;4.0;4.0;4.0;4.0;3.5;4.0;3.0;2.0;4.0;4.0;1.0;3.0;3.0;4.0;4.0;5.0;3.0
129227,8,98;10523;51713;1112;41545;174;56447;74458,"a tale of two cities||dickens, charles;alcestis||euripides;metamorphosis||de vet, charles v.;romeo and juliet||shakespeare, william;the orange girl||besant, walter;the picture of dorian gray||wilde, oscar;the tunnel||richardson, dorothy m. (dorothy miller);victoria||hamsun, knut",2.0;4.0;3.0;3.0;3.0;2.0;5.0;5.0
129232,8,8809;1120;73144;7700;2413;2571;49035;3795,"aesops fables||aesop;julius caesar||shakespeare, william;lady chatterleys lover||lawrence, d. h. (david herbert);lysistrata||aristophanes;madame bovary||flaubert, gustave;peace||aristophanes;the changeling||besant, walter;under the lilacs||alcott, louisa may",3.0;3.0;5.0;3.0;4.0;2.0;2.0;4.0
129237,14,9696;1121;238;345;135;10743;1208;75756;70440;28054;26298;65839;7849;120,"a christmas carol||dickens, charles;as you like it||shakespeare, william;dear enemy||webster, jean;dracula||stoker, bram;les misrables||hugo, victor;moonfleet||falkner, john meade;south sea tales||london, jack;steppenwolf||hesse, hermann;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the metamorphosis||kafka, franz;the stranger||dickson, gordon r.;the trial||kafka, franz;treasure island||stevenson, robert louis",5.0;4.5;5.0;4.0;5.0;5.0;1.0;5.0;4.0;1.0;5.0;4.0;4.0;5.0
129264,9,98;9272;1120;145;49035;35607;66057;1134;6362,"a tale of two cities||dickens, charles;gullivers travels||swift, jonathan;julius caesar||shakespeare, william;middlemarch||eliot, george;the changeling||besant, walter;the spell||orcutt, william dana;the tale of genji||murasaki shikibu;the winters tale||shakespeare, william;three soldiers||dos passos, john",4.0;4.0;3.0;2.0;4.0;4.0;4.0;4.0;5.0
129287,11,1113;7469;2726;158;71865;28054;78975;66057;12702;209;65936,"a midsummer nights dream||shakespeare, william;daniel deronda||eliot, george;eight cousins||alcott, louisa may;emma||austen, jane;mrs dalloway||woolf, virginia;the brothers karamazov||dostoyevsky, fyodor;the immoralist||gide, andrã©;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;the turn of the screw||james, henry;wanderlust||nourse, alan edward",5.0;5.0;5.0;4.5;5.0;4.0;5.0;5.0;4.0;5.0;5.0
129288,29,146;1113;4217;75011;1121;821;345;75781;27200;56878;1122;32732;73308;145;15;105;12710;161;9038;541;51081;284;65465;113;35;7849;72855;59981;599,"a little princess||burnett, frances hodgson;a midsummer nights dream||shakespeare, william;a portrait of the artist as a young man||joyce, james;all quiet on the western front||remarque, erich maria;as you like it||shakespeare, william;dombey and son||dickens, charles;dracula||stoker, bram;east of eden||glenn, isa;fairy tales of hans christian andersen||andersen, h. c. (hans christian);first love and other stories||turgenev, ivan sergeevich;hamlet||shakespeare, william;jacobs ladder||oppenheim, e. phillips (edward phillips);love||von arnim, elizabeth;middlemarch||eliot, george;mobydick or the whale||melville, herman;persuasion||austen, jane;rapunzel||grimm, jacob;sense and sensibility||austen, jane;the adventures of tom sawyer||twain, mark;the age of innocence||wharton, edith;the amateurs||cogan, alan;the house of mirth||wharton, edith;the professors house||cather, willa;the secret garden||burnett, frances hodgson;the time machine||wells, h. g. (herbert george);the trial||kafka, franz;the unpleasantness at the bellona club||sayers, dorothy l. (dorothy leigh);the village||bunin, ivan alekseevich;vanity fair||thackeray, william makepeace",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
